STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US32,Nevada,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2019,,1947749,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US02,Alaska,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2019,,499169,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US01,Alabama,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2019,,3166662,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US31,Nebraska,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2019,,1223728,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US45,South Carolina,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2019,,3243242,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US49,Utah,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2019,,1989722,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US04,Arizona,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2019,,4487281,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US13,Georgia,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2019,,6925827,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US41,Oregon,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2019,,2700328,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US25,Massachusetts,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2019,,4620902,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US10,Delaware,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2019,,614264,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US54,West Virginia,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2019,,1160355,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US44,Rhode Island,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2019,,709460,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US19,Iowa,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2019,,2007892,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US50,Vermont,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2019,,411925,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US28,Mississippi,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2019,,1933144,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US22,Louisiana,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2019,,3045547,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US08,Colorado,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2019,,3788405,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US35,New Mexico,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2019,,1334750,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US35,New Mexico,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,1360213,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US08,Colorado,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,3466930,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US22,Louisiana,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,3055714,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US28,Mississippi,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,1964839,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US50,Vermont,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,430364,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US44,Rhode Island,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,720132,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US19,Iowa,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,1992967,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US54,West Virginia,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,1236975,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US10,Delaware,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,600316,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US25,Massachusetts,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,4502343,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US41,Oregon,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,2583534,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US13,Georgia,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,6600310,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US04,Arizona,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,4162995,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US49,Utah,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,1780052,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US45,South Carolina,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,3103211,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US01,Alabama,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,3192967,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US31,Nebraska,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,1198074,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US02,Alaska,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,501956,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US32,Nevada,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,1823263,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US37,North Carolina,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,6431757,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US06,California,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,25428483,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US16,Idaho,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,1014611,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US51,Virginia,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,5505264,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US30,Montana,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,658924,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US20,Kansas,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,1873688,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US38,North Dakota,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,452027,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US55,Wisconsin,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,3808797,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US53,Washington,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,4599108,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US42,Pennsylvania,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,8477306,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US17,Illinois,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,8654684,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US56,Wyoming,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,380384,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US39,Ohio,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,7675664,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US18,Indiana,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,4316918,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US29,Missouri,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,3977726,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US48,Texas,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,16872107,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US09,Connecticut,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,2407732,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US36,New York,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,13241371,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US40,Oklahoma,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,2471490,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US12,Florida,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,12285725,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US26,Michigan,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,6609330,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US11,District of Columbia,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,451608,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US15,Hawaii,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,914797,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US05,Arkansas,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,1908078,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US46,South Dakota,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2010,,529719,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US34,New Jersey,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2021,,6040260,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US47,Tennessee,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2021,,4519092,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US24,Maryland,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2021,,4035556,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US23,Maine,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2021,,870478,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US21,Kentucky,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2021,,2901287,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US33,New Hampshire,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2021,,913939,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US27,Minnesota,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2021,,3665188,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US46,South Dakota,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2021,,555543,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US05,Arkansas,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2021,,1918035,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US15,Hawaii,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2021,,902784,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US11,District of Columbia,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2021,,474165,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US26,Michigan,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2021,,6464384,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US12,Florida,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2021,,13650957,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US40,Oklahoma,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2021,,2545817,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US36,New York,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2021,,12955722,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US09,Connecticut,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2021,,2365871,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US48,Texas,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2021,,19476657,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US29,Missouri,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2021,,3943295,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US18,Indiana,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2021,,4385203,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US39,Ohio,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2021,,7537312,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.0),Population by broad age groups - Regions,I,A,Annual,TL2,TL2,US56,Wyoming,_Z,Not applicable,POP,Population,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2021,,366197,,USA,United States,A,Normal value,0,Units,0,Zero
